gameId,playId,quarter,down,yardsToGo,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,gameClock,preSnapHomeScore,preSnapVisitorScore,defendersInTheBox,offenseFormation,PlayType,playDescription,playDirection
2021090900,1227,2,3,3,TB,DAL,DAL,43,11:29,7,7,5.0,SHOTGUN,Pass,"(11:29) (Shotgun) T.Brady pass short right to C.Godwin pushed ob at DAL 24 for 19 yards (J.Kearse). Penalty on TB-R.Jensen, Taunting, offsetting. Penalty on DAL-C.Watkins, Unnecessary Roughness, offsetting.",left
2021090900,1267,2,1,10,TB,DAL,DAL,24,11:13,7,7,7.0,SINGLEBACK,Pass,(11:13) T.Brady pass short right to C.Godwin to DAL 7 for 17 yards (A.Brown).,left
2021090900,1312,2,2,2,TB,DAL,DAL,2,09:53,7,7,7.0,SINGLEBACK,Pass,"(9:53) T.Brady pass short right to R.Gronkowski for 2 yards, TOUCHDOWN.",left
2021090900,1368,2,1,10,DAL,TB,DAL,25,09:48,14,7,7.0,SINGLEBACK,Pass,(9:48) D.Prescott pass short right to C.Lamb to DAL 47 for 22 yards (D.White).,right
2021090900,1392,2,1,10,DAL,TB,DAL,47,09:09,14,7,6.0,EMPTY,Pass,"(9:09) (Shotgun) D.Prescott pass incomplete short left to A.Cooper. PENALTY on TB-C.Davis, Defensive Pass Interference, 14 yards, enforced at DAL 47 - No Play.",right
2021090900,1425,2,1,10,DAL,TB,TB,39,09:04,14,7,7.0,SINGLEBACK,Pass,"(9:04) D.Prescott pass short right to B.Jarwin pushed ob at TB 33 for 6 yards (J.Pierre-Paul). Tampa Bay challenged the pass completion ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1.)",right
2021090900,1506,2,1,10,DAL,TB,TB,25,08:16,14,7,7.0,SHOTGUN,Pass,"(8:16) (Shotgun) D.Prescott pass incomplete deep left to M.Gallup. PENALTY on TB-J.Dean, Defensive Holding, 5 yards, enforced at TB 25 - No Play.",right
2021090900,1563,2,2,7,DAL,TB,TB,17,07:27,14,7,7.0,SHOTGUN,Pass,(7:27) (Shotgun) D.Prescott pass short right to A.Cooper to TB 13 for 4 yards (R.Cockrell).,right
2021090900,1587,2,3,3,DAL,TB,TB,13,06:46,14,7,6.0,SHOTGUN,Pass,(6:46) (Shotgun) D.Prescott pass incomplete short left to C.Lamb.,right
2021090900,1687,2,2,8,DAL,TB,TB,25,05:43,14,7,7.0,SHOTGUN,Pass,(5:43) (Shotgun) D.Prescott pass incomplete deep left to C.Lamb.,right
2021090900,1726,2,3,8,DAL,TB,TB,25,05:37,14,7,6.0,SHOTGUN,Pass,(5:37) (Shotgun) D.Prescott pass short middle to C.Wilson to TB 12 for 13 yards (A.Winfield).,right
2021090900,1776,2,2,3,DAL,TB,TB,5,04:25,14,7,7.0,SHOTGUN,Pass,"(4:25) (Shotgun) D.Prescott to TB 10 for -5 yards. FUMBLES, and recovers at TB 10. D.Prescott pass short left to A.Cooper for 5 yards, TOUCHDOWN.",right
2021090900,1918,2,2,6,DAL,TB,TB,17,03:30,14,13,6.0,SHOTGUN,Pass,(3:30) (Shotgun) D.Prescott pass incomplete deep left to M.Gallup.,right
2021090900,1940,2,3,6,DAL,TB,TB,17,03:26,14,13,5.0,EMPTY,Pass,(3:26) (Shotgun) D.Prescott pass incomplete short middle to C.Lamb (L.David).,right
2021090900,2008,2,1,10,TB,DAL,TB,43,03:08,14,16,4.0,EMPTY,Pass,(3:08) (Shotgun) T.Brady pass short middle to C.Godwin to DAL 47 for 10 yards (J.Smith; J.Lewis).,left
2021090900,2032,2,1,10,TB,DAL,DAL,47,02:45,14,16,6.0,SHOTGUN,Pass,"(2:45) (No Huddle, Shotgun) T.Brady pass deep right to A.Brown for 47 yards, TOUCHDOWN.",left
2021090900,2088,2,1,10,DAL,TB,DAL,25,02:38,21,16,6.0,SHOTGUN,Pass,(2:38) (Shotgun) D.Prescott pass short left to A.Cooper to DAL 36 for 11 yards (M.Edwards; J.Dean).,right
2021090900,2129,2,1,10,DAL,TB,DAL,36,02:00,21,16,6.0,SHOTGUN,Pass,"(2:00) (Shotgun) D.Prescott pass short left to M.Gallup pushed ob at DAL 44 for 8 yards (J.Dean). PENALTY on TB-J.Dean, Defensive Pass Interference, 11 yards, enforced at DAL 36 - No Play. PENALTY on TB-J.Dean, Face Mask (15 Yards), 15 yards, enforced between downs.",right
2021090900,2169,2,1,10,DAL,TB,TB,38,01:54,21,16,6.0,SHOTGUN,Pass,(1:54) (Shotgun) D.Prescott pass short left to A.Cooper pushed ob at TB 31 for 7 yards (J.Dean).,right
2021090900,2211,2,2,3,DAL,TB,TB,31,01:50,21,16,6.0,SHOTGUN,Pass,(1:50) (Shotgun) D.Prescott pass incomplete short left to M.Gallup (J.Dean).,right
2021090900,2233,2,3,3,DAL,TB,TB,31,01:43,21,16,7.0,SHOTGUN,Pass,(1:43) (Shotgun) D.Prescott pass short right to C.Lamb to TB 21 for 10 yards (D.White).,right
2021090900,2257,2,1,10,DAL,TB,TB,21,01:16,21,16,6.0,SHOTGUN,Pass,"(1:16) (No Huddle, Shotgun) D.Prescott pass incomplete short right.",right
2021090900,2279,2,2,10,DAL,TB,TB,21,01:11,21,16,6.0,SHOTGUN,Pass,(1:11) (Shotgun) D.Prescott sacked at TB 33 for -12 yards (S.Barrett).,right
2021090900,2298,2,3,22,DAL,TB,TB,33,00:35,21,16,6.0,SHOTGUN,Pass,"(:35) (No Huddle, Shotgun) D.Prescott scrambles up the middle to TB 29 for 4 yards (J.Tryon). PENALTY on DAL-C.Williams, Offensive Holding, 10 yards, enforced at TB 33 - No Play.",right
2021090900,2330,2,3,32,DAL,TB,TB,43,00:28,21,16,5.0,EMPTY,Pass,(:28) (Shotgun) D.Prescott scrambles left end pushed ob at TB 42 for 1 yard (S.Barrett; W.Gholston). TB-W.Gholston was injured during the play. His return is Questionable. ,right
2021090900,2397,2,1,10,TB,DAL,,50,00:15,21,16,6.0,SHOTGUN,Pass,(:15) (Shotgun) T.Brady pass incomplete deep right to G.Bernard.,left
2021090900,2419,2,2,10,TB,DAL,,50,00:09,21,16,4.0,SHOTGUN,Pass,(:09) (Shotgun) T.Brady pass incomplete short right to T.Johnson [M.Parsons].,left
2021090900,2441,2,3,10,TB,DAL,,50,00:06,21,16,4.0,SHOTGUN,Pass,(:06) (Shotgun) T.Brady pass deep right INTERCEPTED by J.Lewis at DAL -8. J.Lewis to TB 42 for 66 yards (A.Marpet).,left
2021090900,2530,3,2,10,DAL,TB,DAL,25,14:57,21,16,6.0,SHOTGUN,Pass,(14:57) (Shotgun) D.Prescott pass short left to D.Schultz to DAL 30 for 5 yards (M.Edwards). TB-M.Edwards was injured during the play. His return is Questionable. ,right
2021090900,2554,3,3,5,DAL,TB,DAL,30,14:27,21,16,7.0,SHOTGUN,Pass,(14:27) (Shotgun) D.Prescott pass short right to A.Cooper pushed ob at DAL 46 for 16 yards (J.Dean) [N.Suh].,right
2021090900,2632,3,3,4,DAL,TB,TB,48,12:44,21,16,6.0,SHOTGUN,Pass,(12:44) (Shotgun) D.Prescott pass short middle to A.Cooper to TB 34 for 14 yards (A.Adams).,right
2021090900,2656,3,1,10,DAL,TB,TB,34,12:14,21,16,7.0,SHOTGUN,Pass,"(12:14) (No Huddle, Shotgun) D.Prescott pass incomplete short right to M.Gallup (C.Davis).",right
2021090900,2678,3,2,10,DAL,TB,TB,34,12:10,21,16,6.0,SHOTGUN,Pass,"(12:10) (Shotgun) D.Prescott pass incomplete deep middle to B.Jarwin. PENALTY on TB-A.Adams, Defensive Pass Interference, 16 yards, enforced at TB 34 - No Play.",right
2021090900,2735,3,2,4,DAL,TB,TB,12,11:26,21,16,7.0,SHOTGUN,Pass,(11:26) (Shotgun) D.Prescott pass short left to A.Cooper to TB 8 for 4 yards (R.Cockrell) [A.Adams].,right
2021090900,2780,3,2,5,DAL,TB,TB,5,10:32,21,16,8.0,SINGLEBACK,Pass,(10:32) D.Prescott pass short right to E.Elliott ran ob at TB 2 for 3 yards [S.Barrett].,right
2021090900,2871,3,1,10,TB,DAL,TB,33,09:08,21,19,4.0,EMPTY,Pass,(9:08) (Shotgun) T.Brady pass incomplete short left to C.Godwin.,left
2021090900,2893,3,2,10,TB,DAL,TB,33,09:04,21,19,6.0,EMPTY,Pass,(9:04) (Shotgun) T.Brady pass incomplete short middle to C.Godwin.,left
2021090900,2915,3,3,10,TB,DAL,TB,33,09:00,21,19,5.0,SHOTGUN,Pass,"(9:00) (Shotgun) T.Brady pass incomplete short right. Penalty on TB-T.Wirfs, Offensive Holding, declined.",left
2021090900,3014,3,1,10,DAL,TB,DAL,25,08:44,21,19,7.0,SINGLEBACK,Pass,"(8:44) D.Prescott pass deep middle intended for C.Lamb INTERCEPTED by C.Davis [J.Tryon] at 50. C.Davis to DAL 19 for 31 yards (L.Collins). Penalty on DAL-T.Pollard, Tripping, declined. PENALTY on TB-S.Barrett, Illegal Block Above the Waist, 10 yards, enforced at DAL 25.",right
2021090900,3062,3,1,10,TB,DAL,DAL,35,08:31,21,19,5.0,SHOTGUN,Pass,(8:31) (Shotgun) T.Brady pass deep right to R.Gronkowski to DAL 15 for 20 yards (K.Neal).,left
2021090900,3110,3,2,8,TB,DAL,DAL,13,07:12,21,19,7.0,SHOTGUN,Pass,(7:12) (Shotgun) T.Brady pass short left to L.Fournette to DAL 11 for 2 yards (M.Parsons).,left
2021090900,3134,3,3,6,TB,DAL,DAL,11,06:28,21,19,6.0,EMPTY,Pass,"(6:28) (Shotgun) T.Brady pass short middle to R.Gronkowski for 11 yards, TOUCHDOWN [D.Wilson].",left
2021090900,3216,3,1,10,DAL,TB,DAL,38,05:59,28,19,6.0,EMPTY,Pass,"(5:59) (No Huddle, Shotgun) D.Prescott pass short middle to B.Jarwin to DAL 45 for 7 yards (L.David; J.Tryon).",right
2021090900,3261,3,1,10,DAL,TB,DAL,48,04:49,28,19,6.0,EMPTY,Pass,(4:49) (Shotgun) D.Prescott pass short right to D.Schultz to TB 42 for 10 yards (J.Pierre-Paul).,right
2021090900,3306,3,2,10,DAL,TB,TB,42,03:26,28,19,6.0,SHOTGUN,Pass,(3:26) (Shotgun) D.Prescott pass short right to C.Lamb to TB 33 for 9 yards (R.Cockrell).,right
2021090900,3330,3,3,1,DAL,TB,TB,33,02:43,28,19,8.0,SINGLEBACK,Pass,(2:43) D.Prescott pass short right to D.Schultz to TB 27 for 6 yards (L.David).,right
2021090900,3364,3,1,10,DAL,TB,TB,27,02:03,28,19,6.0,SHOTGUN,Pass,(2:03) (Shotgun) D.Prescott scrambles up the middle to TB 25 for 2 yards (D.White).,right
2021090900,3406,3,3,4,DAL,TB,TB,21,00:39,28,19,7.0,SHOTGUN,Pass,"(:39) (Shotgun) D.Prescott pass deep right to A.Cooper for 21 yards, TOUCHDOWN.",right
2021090900,3462,3,1,10,TB,DAL,TB,25,00:33,28,26,6.0,SHOTGUN,Pass,(:33) (Shotgun) T.Brady pass short left to L.Fournette pushed ob at TB 35 for 10 yards (L.Vander Esch).,left
2021090900,3588,4,3,2,TB,DAL,TB,48,13:38,28,26,7.0,EMPTY,Pass,(13:38) (Shotgun) T.Brady pass short left to M.Evans to DAL 47 for 5 yards (J.Smith).,right
2021090900,3633,4,2,10,TB,DAL,DAL,47,12:11,28,26,5.0,SHOTGUN,Pass,(12:11) (Shotgun) T.Brady pass incomplete short right to M.Evans (J.Lewis).,right
2021090900,3655,4,3,10,TB,DAL,DAL,47,12:06,28,26,7.0,SHOTGUN,Pass,(12:06) (Shotgun) T.Brady pass incomplete deep right to C.Godwin.,right
2021090900,3724,4,2,8,DAL,TB,DAL,8,11:15,28,26,6.0,EMPTY,Pass,(11:15) (Shotgun) D.Prescott pass incomplete short left to A.Cooper.,left
2021090900,3746,4,3,8,DAL,TB,DAL,8,11:10,28,26,6.0,SHOTGUN,Pass,(11:10) (Shotgun) D.Prescott pass incomplete short right to A.Cooper.,left
2021090900,3793,4,1,10,TB,DAL,TB,37,10:54,28,26,6.0,SINGLEBACK,Pass,(10:54) T.Brady pass short right to R.Gronkowski to TB 44 for 7 yards (A.Brown; J.Lewis).,right
2021090900,3862,4,2,4,TB,DAL,DAL,41,08:56,28,26,7.0,SHOTGUN,Pass,(8:56) (Shotgun) T.Brady pass short right to L.Fournette to DAL 34 for 7 yards (M.Parsons).,right
2021090900,3909,4,1,15,TB,DAL,DAL,39,08:10,28,26,5.0,SHOTGUN,Pass,(8:10) (Shotgun) T.Brady pass short middle to M.Evans to DAL 30 for 9 yards (D.Armstrong; M.Parsons).,right
2021090900,3933,4,2,6,TB,DAL,DAL,30,07:23,28,26,6.0,SINGLEBACK,Pass,(7:23) T.Brady pass short left to L.Fournette pushed ob at DAL 23 for 7 yards (J.Kearse; A.Brown).,right
2021090900,3962,4,1,10,TB,DAL,DAL,23,06:55,28,26,6.0,SINGLEBACK,Pass,(6:55) T.Brady pass short left to A.Brown pushed ob at DAL 20 for 3 yards (A.Brown).,right
2021090900,4094,4,2,9,DAL,TB,DAL,11,04:14,28,26,7.0,SHOTGUN,Pass,(4:14) (Shotgun) D.Prescott pass short left to D.Schultz to DAL 14 for 3 yards (L.David).,left
2021090900,4141,4,3,1,DAL,TB,DAL,19,03:36,28,26,6.0,SHOTGUN,Pass,(3:36) (Shotgun) D.Prescott pass short right to C.Lamb to DAL 25 for 6 yards (L.David; J.Dean).,left
2021090900,4189,4,1,10,DAL,TB,DAL,36,02:27,28,26,7.0,SHOTGUN,Pass,(2:27) (Shotgun) D.Prescott pass incomplete short right to A.Cooper.,left
2021090900,4211,4,2,10,DAL,TB,DAL,36,02:23,28,26,7.0,SHOTGUN,Pass,"(2:23) (Shotgun) D.Prescott pass deep left to C.Lamb to TB 41 for 23 yards (A.Winfield). PENALTY on DAL-T.Smith, Offensive Holding, 10 yards, enforced at DAL 36 - No Play.",left
2021090900,4246,4,2,20,DAL,TB,DAL,26,02:17,28,26,6.0,SHOTGUN,Pass,(2:17) (Shotgun) D.Prescott pass short right to C.Wilson to DAL 35 for 9 yards (R.Cockrell).,left
2021090900,4287,4,3,11,DAL,TB,DAL,35,02:00,28,26,5.0,SHOTGUN,Pass,(2:00) (Shotgun) D.Prescott pass short left to C.Lamb pushed ob at TB 34 for 31 yards (A.Winfield).,left
2021090900,4393,4,3,6,DAL,TB,TB,30,01:43,28,26,6.0,SHOTGUN,Pass,"(1:43) (Shotgun) D.Prescott pass short right to E.Elliott pushed ob at TB 30 for no gain (C.Davis) [S.Barrett]. PENALTY on DAL-C.Williams, Offensive Holding, 10 yards, enforced at TB 30 - No Play.",left
2021090900,4428,4,3,16,DAL,TB,TB,40,01:37,28,26,6.0,SHOTGUN,Pass,(1:37) (Shotgun) D.Prescott pass short left to A.Cooper to TB 30 for 10 yards (M.Edwards).,left
2021090900,4538,4,2,2,TB,DAL,TB,33,01:18,28,29,6.0,SHOTGUN,Pass,"(1:18) (No Huddle, Shotgun) T.Brady pass incomplete short left to M.Evans (T.Diggs).",right
2021090900,4560,4,3,2,TB,DAL,TB,33,01:13,28,29,5.0,SHOTGUN,Pass,(1:13) (Shotgun) T.Brady pass short left to G.Bernard to TB 37 for 4 yards (J.Kearse).,right
2021090900,4624,4,1,15,TB,DAL,TB,32,00:55,28,29,5.0,SHOTGUN,Pass,(:55) (Shotgun) T.Brady pass short right to R.Gronkowski pushed ob at TB 38 for 6 yards (A.Brown).,right
2021090900,4653,4,2,9,TB,DAL,TB,38,00:49,28,29,7.0,SHOTGUN,Pass,(:49) (Shotgun) T.Brady pass short middle to R.Gronkowski to DAL 42 for 20 yards (J.Kearse; A.Brown).,right
2021090900,4677,4,1,10,TB,DAL,DAL,42,00:30,28,29,6.0,SHOTGUN,Pass,"(:30) (No Huddle, Shotgun) T.Brady pass incomplete deep right to A.Brown.",right
2021090900,4699,4,2,10,TB,DAL,DAL,42,00:24,28,29,5.0,SHOTGUN,Pass,(:24) (Shotgun) T.Brady pass deep left to C.Godwin ran ob at DAL 18 for 24 yards.,right
2021090900,4728,4,1,10,TB,DAL,DAL,18,00:18,28,29,6.0,SHOTGUN,Pass,(:18) (Shotgun) T.Brady pass incomplete short left.,right
2021090900,4750,4,2,10,TB,DAL,DAL,18,00:14,28,29,5.0,EMPTY,Pass,(:14) (Shotgun) T.Brady pass incomplete short left.,right
2021090900,4772,4,3,10,TB,DAL,DAL,18,00:10,28,29,7.0,EMPTY,Pass,(:10) (Shotgun) T.Brady pass incomplete short left.,right
2021091200,56,1,1,10,ATL,PHI,ATL,25,15:00,0,0,7.0,I_FORM,Pass,(15:00) M.Ryan pass deep middle to C.Ridley to ATL 41 for 16 yards (D.Slay; M.Epps).,right
2021091200,122,1,2,6,ATL,PHI,PHI,43,13:45,0,0,6.0,SINGLEBACK,Pass,(13:45) (No Huddle) M.Ryan pass short right to C.Patterson to PHI 42 for 1 yard (D.Slay; A.Singleton).,right
2021091200,146,1,3,5,ATL,PHI,PHI,42,13:08,0,0,6.0,EMPTY,Pass,"(13:08) (No Huddle, Shotgun) M.Ryan pass short right to C.Ridley pushed ob at PHI 31 for 11 yards (A.Harris).",right
2021091200,176,1,1,10,ATL,PHI,PHI,31,12:50,0,0,7.0,SINGLEBACK,Pass,(12:50) (No Huddle) M.Ryan pass incomplete short right to K.Pitts.,right
2021091200,231,1,3,7,ATL,PHI,PHI,28,12:08,0,0,6.0,SHOTGUN,Pass,(12:08) (Shotgun) M.Ryan pass short middle to C.Ridley to PHI 16 for 12 yards (M.Epps) [J.Hargrave].,right
2021091200,303,1,2,7,ATL,PHI,PHI,13,11:03,0,0,6.0,SINGLEBACK,Pass,(11:03) M.Ryan pass short left to H.Hurst to PHI 6 for 7 yards (A.Singleton).,right
2021091200,348,1,2,3,ATL,PHI,PHI,3,10:11,0,0,7.0,SINGLEBACK,Pass,(10:11) (No Huddle) M.Ryan pass incomplete short middle to R.Gage.,right
2021091200,370,1,3,3,ATL,PHI,PHI,3,10:07,0,0,6.0,SHOTGUN,Pass,(10:07) (Shotgun) M.Ryan pass incomplete short left to M.Davis.,right
2021091200,605,1,3,4,PHI,ATL,ATL,18,06:23,3,0,5.0,EMPTY,Pass,"(6:23) (Shotgun) J.Hurts pass deep left to D.Smith for 18 yards, TOUCHDOWN.",left
2021091200,705,1,1,10,ATL,PHI,ATL,32,05:51,3,7,7.0,I_FORM,Pass,(5:51) M.Ryan pass short right to K.Smith to ATL 35 for 3 yards (E.Wilson) [G.Avery].,right
2021091200,750,1,1,10,ATL,PHI,ATL,46,04:38,3,7,6.0,SINGLEBACK,Pass,(4:38) M.Ryan pass short right to H.Hurst pushed ob at PHI 47 for 7 yards (D.Slay).,right
2021091200,821,1,2,9,ATL,PHI,PHI,32,02:56,3,7,6.0,SHOTGUN,Pass,(2:56) (Shotgun) M.Ryan pass incomplete short left to K.Pitts (A.Maddox).,right
2021091200,843,1,3,9,ATL,PHI,PHI,32,02:51,3,7,6.0,SHOTGUN,Pass,"(2:51) (No Huddle, Shotgun) M.Ryan scrambles left guard to PHI 24 for 8 yards (A.Maddox). ATL-J.Mayfield was injured during the play. ",right
2021091200,864,1,4,1,ATL,PHI,PHI,24,02:30,3,7,8.0,SINGLEBACK,Pass,(2:30) M.Ryan pass short middle to K.Pitts to PHI 23 for 1 yard (E.Wilson; T.Edwards).,right
2021091200,966,1,1,2,ATL,PHI,PHI,2,00:15,3,7,8.0,JUMBO,Pass,"(:15) M.Ryan pass incomplete short right. PENALTY on ATL, Illegal Formation, 5 yards, enforced at PHI 2 - No Play.",right
2021091200,1023,1,1,12,ATL,PHI,PHI,12,00:09,3,7,6.0,SHOTGUN,Pass,(:09) (Shotgun) M.Ryan pass incomplete short right to K.Pitts.,right
2021091200,1085,2,3,9,ATL,PHI,PHI,9,15:00,3,7,5.0,SHOTGUN,Pass,(15:00) (Shotgun) M.Ryan pass incomplete short left to M.Davis.,left
2021091200,1153,2,1,10,PHI,ATL,PHI,17,14:43,6,7,7.0,SHOTGUN,Pass,(14:43) (Shotgun) J.Hurts pass short right to D.Goedert pushed ob at PHI 30 for 13 yards (F.Oluokun).,right
2021091200,1182,2,1,10,PHI,ATL,PHI,30,14:11,6,7,6.0,SHOTGUN,Pass,(14:11) (Shotgun) J.Hurts pass deep right to Z.Ertz to ATL 42 for 28 yards (A.Terrell).,right
2021091200,1206,2,1,10,PHI,ATL,ATL,42,13:45,6,7,6.0,SHOTGUN,Pass,"(13:45) (No Huddle, Shotgun) J.Hurts pass incomplete short middle to M.Sanders (J.Bullard).",right
2021091200,1249,2,3,4,PHI,ATL,ATL,36,12:59,6,7,6.0,SHOTGUN,Pass,(12:59) (Shotgun) J.Hurts pass incomplete short left to D.Smith (F.Moreau).,right
2021091200,1271,2,4,4,PHI,ATL,ATL,36,12:55,6,7,6.0,SHOTGUN,Pass,(12:55) (Shotgun) J.Hurts pass incomplete deep right.,right
2021091200,1326,2,1,20,ATL,PHI,ATL,26,12:25,6,7,7.0,I_FORM,Pass,(12:25) M.Ryan pass short right to M.Davis to ATL 35 for 9 yards (J.Sweat; E.Wilson) [H.Ridgeway].,left
2021091200,1459,2,2,7,ATL,PHI,PHI,49,09:50,6,7,7.0,SINGLEBACK,Pass,"(9:50) (No Huddle) M.Ryan pass incomplete short right [D.Barnett]. PENALTY on ATL-M.Ryan, Intentional Grounding, 14 yards, enforced at PHI 49.",left
2021091200,1494,2,3,21,ATL,PHI,ATL,37,09:44,6,7,4.0,SHOTGUN,Pass,(9:44) (Shotgun) M.Ryan pass short middle to H.Hurst to ATL 46 for 9 yards (A.Singleton; E.Wilson).,left
2021091200,1558,2,2,4,PHI,ATL,PHI,25,08:20,6,7,6.0,SHOTGUN,Pass,"(8:20) (No Huddle, Shotgun) J.Hurts pass short right to D.Smith to PHI 33 for 8 yards (D.Jones; E.Harris).",right
2021091200,1582,2,1,10,PHI,ATL,PHI,33,07:39,6,7,4.0,EMPTY,Pass,(7:39) (Shotgun) J.Hurts pass short right to D.Smith to PHI 37 for 4 yards (D.Jones).,right
2021091200,1606,2,2,6,PHI,ATL,PHI,37,07:17,6,7,4.0,EMPTY,Pass,"(7:17) (No Huddle, Shotgun) J.Hurts pass short right to D.Smith to ATL 44 for 19 yards (F.Oluokun).",right
2021091200,1630,2,1,10,PHI,ATL,ATL,44,06:44,6,7,4.0,EMPTY,Pass,"(6:44) (No Huddle, Shotgun) J.Hurts pass short right to D.Smith ran ob at ATL 41 for 3 yards.",right
2021091200,1732,2,1,20,PHI,ATL,ATL,42,05:35,6,7,6.0,SHOTGUN,Pass,(5:35) (Shotgun) J.Hurts pass short right to K.Gainwell to ATL 45 for -3 yards (A.Terrell).,right
2021091200,1792,2,2,28,PHI,ATL,,50,04:38,6,7,6.0,SHOTGUN,Pass,(4:38) (Shotgun) J.Hurts pass incomplete short right to D.Smith (D.Jones).,right
2021091200,1991,2,1,10,PHI,ATL,PHI,38,01:44,6,7,6.0,SHOTGUN,Pass,(1:44) (Shotgun) J.Hurts pass short right to K.Gainwell pushed ob at PHI 47 for 9 yards (D.Harmon).,right
2021091200,2020,2,2,1,PHI,ATL,PHI,47,01:37,6,7,7.0,SHOTGUN,Pass,(1:37) (Shotgun) J.Hurts pass incomplete short right to K.Gainwell.,right
